Locus,mean_p,crossmatch500_n150,crossmatch1000_n150
1,0.0,3.7815155489203834e-14,0.6125471298438041
2,0.08,3.7815155489203834e-14,0.7300736583970024
3,0.24,5.803165383582759e-09,0.3564403050771985
4,0.0,1.4465852510016045e-35,0.7300736583970024
5,0.02,1.4517975705766154e-19,0.8264751653621575
6,0.0,1.4517975705766154e-19,0.4836456816169032
7,0.84,3.7815155489203834e-14,0.3564403050771985
8,0.0,1.4465852510016045e-35,0.153278693470297
9,0.0,1.0672425798920681e-16,0.2434943083534172
10,0.0,3.946587227974094e-21,0.0884747940227254
11,0.0,1.4465852510016045e-35,0.153278693470297
12,0.04,2.034165714854055e-38,0.8264751653621575
13,0.0,1.0672425798920681e-16,0.153278693470297
14,0.08,4.159819683607584e-08,0.3564403050771985
15,0.04,4.337143986205486e-18,0.6125471298438041
16,0.0,1.4517975705766154e-19,0.7300736583970024
17,0.7,4.337143986205486e-18,0.2434943083534172
18,0.18,7.090295024924208e-10,0.6125471298438041
19,0.0,1.791489302730929e-28,0.6125471298438041
20,0.66,1.4537580228912626e-24,0.0097235777100825
21,0.34,6.972812605535759e-12,0.2434943083534172
22,0.0,3.946587227974094e-21,0.4836456816169032
23,0.4,4.337143986205486e-18,0.8975934104885139
24,0.0,2.1891373068121547e-15,0.3564403050771985
25,0.68,7.090295024924208e-10,0.4836456816169032
26,0.16,3.7815155489203834e-14,0.9447607606698496
27,0.06,7.090295024924208e-10,0.4836456816169032
28,0.02,3.946587227974094e-21,0.022360515618607
29,0.0,1.4537580228912626e-24,0.6125471298438041
30,0.24,7.090295024924208e-10,0.0466314598556144
31,0.0,6.972812605535759e-12,0.7300736583970024
32,0.06,7.090295024924208e-10,0.6125471298438041
33,0.34,7.55113285047831e-11,0.0884747940227254
34,0.1,5.549670323303732e-13,0.4836456816169032
35,0.0,1.791489302730929e-28,0.7300736583970024
36,0.18,7.090295024924208e-10,0.7300736583970024
37,0.0,1.879886123549499e-26,0.6125471298438041
38,0.46,1.2037696161728785e-30,0.2434943083534172
39,0.22,2.1891373068121547e-15,0.7300736583970024
40,0.0,3.946587227974094e-21,0.0884747940227254
41,0.0,1.0672425798920681e-16,0.153278693470297
42,0.0,3.946587227974094e-21,0.4836456816169032
43,0.92,7.55113285047831e-11,0.6125471298438041
44,0.0,1.2037696161728785e-30,0.7300736583970024
45,0.0,1.4465852510016045e-35,0.022360515618607
46,0.0,1.4537580228912626e-24,0.2434943083534172
47,0.0,7.090295024924208e-10,0.2434943083534172
48,0.02,7.55113285047831e-11,0.2434943083534172
49,0.0,1.879886123549499e-26,0.0884747940227254
50,0.46,2.1891373068121547e-15,0.3564403050771985
51,0.0,5.363432156886097e-33,0.7300736583970024
52,0.34,1.4517975705766154e-19,0.8264751653621575
53,0.06,8.565678647612969e-23,0.3564403050771985
54,0.24,5.549670323303732e-13,0.7300736583970024
55,0.1,1.4537580228912626e-24,0.4836456816169032
56,0.22,7.090295024924208e-10,0.8264751653621575
57,0.0,5.363432156886097e-33,0.6125471298438041
58,0.18,7.55113285047831e-11,0.3564403050771985
59,0.0,1.4537580228912626e-24,0.6125471298438041
60,0.66,7.55113285047831e-11,0.2434943083534172
61,0.0,8.565678647612969e-23,0.0884747940227254
62,0.0,1.0672425798920681e-16,0.4836456816169032
63,0.02,8.565678647612969e-23,0.3564403050771985
64,0.2,1.4517975705766154e-19,0.8975934104885139
65,0.0,2.1891373068121547e-15,0.8264751653621575
66,0.0,6.972812605535759e-12,0.8264751653621575
67,0.02,4.337143986205486e-18,0.7300736583970024
68,0.7,4.159819683607584e-08,0.2434943083534172
69,0.0,1.0672425798920681e-16,0.6125471298438041
70,0.1,1.4537580228912626e-24,0.2434943083534172
71,0.0,6.972812605535759e-12,0.2434943083534172
72,0.02,1.0672425798920681e-16,0.6125471298438041
73,0.0,4.337143986205486e-18,0.4836456816169032
74,0.0,2.034165714854055e-38,0.7300736583970024
75,0.0,1.0672425798920681e-16,0.9728675975220928
76,0.0,1.2037696161728785e-30,0.2434943083534172
77,0.1,4.159819683607584e-08,0.7300736583970024
78,0.24,2.1891373068121547e-15,0.3564403050771985
79,0.0,3.7815155489203834e-14,0.8975934104885139
80,0.02,4.337143986205486e-18,0.2434943083534172
81,0.84,3.7815155489203834e-14,0.0884747940227254
82,0.74,3.7815155489203834e-14,0.3564403050771985
83,0.42,6.972812605535759e-12,0.0466314598556144
84,0.0,5.549670323303732e-13,0.3564403050771985
85,0.0,1.4537580228912626e-24,0.9447607606698496
86,0.0,3.946587227974094e-21,0.4836456816169032
87,0.0,3.946587227974094e-21,0.8264751653621575
88,0.0,1.0672425798920681e-16,0.8975934104885139
89,0.0,1.4517975705766154e-19,0.6125471298438041
90,0.02,4.337143986205486e-18,0.2434943083534172
91,0.06,5.549670323303732e-13,0.7300736583970024
92,0.66,5.549670323303732e-13,0.9447607606698496
93,0.0,5.363432156886097e-33,0.7300736583970024
94,0.06,5.803165383582759e-09,0.6125471298438041
95,0.02,6.972812605535759e-12,0.9447607606698496
96,0.0,1.2037696161728785e-30,0.4836456816169032
97,0.0,1.4600882701537232e-06,0.022360515618607
98,0.64,1.879886123549499e-26,0.8975934104885139
99,0.0,1.791489302730929e-28,0.6125471298438041
100,0.04,6.972812605535759e-12,0.2434943083534172
101,0.18,3.946587227974094e-21,0.4836456816169032
102,0.38,2.622711602937288e-07,0.8264751653621575
103,0.06,2.622711602937288e-07,0.6125471298438041
104,0.54,3.946587227974094e-21,0.7300736583970024
105,0.24,2.1891373068121547e-15,0.7300736583970024
106,0.62,7.55113285047831e-11,0.9447607606698496
107,0.6,5.549670323303732e-13,0.8264751653621575
108,0.3,2.1891373068121547e-15,0.8264751653621575
109,0.64,5.549670323303732e-13,0.8975934104885139
110,0.34,2.1891373068121547e-15,0.0884747940227254
111,0.26,4.337143986205486e-18,0.4836456816169032
112,0.0,5.803165383582759e-09,0.6125471298438041
113,0.04,2.1891373068121547e-15,0.8975934104885139
114,0.68,7.55113285047831e-11,0.4836456816169032
115,0.48,1.4537580228912626e-24,0.8975934104885139
116,0.8,4.337143986205486e-18,0.9879049020867204
117,0.3,4.337143986205486e-18,0.8264751653621575
118,0.0,7.55113285047831e-11,0.3564403050771985
119,0.0,2.034165714854055e-38,0.3564403050771985
120,0.62,4.337143986205486e-18,0.8975934104885139
121,0.1,3.7815155489203834e-14,0.2434943083534172
122,0.02,4.337143986205486e-18,0.8264751653621575
123,0.22,7.55113285047831e-11,0.4836456816169032
124,0.12,1.0672425798920681e-16,0.6125471298438041
125,0.0,3.946587227974094e-21,0.4836456816169032
126,0.0,1.0672425798920681e-16,0.6125471298438041
127,0.0,8.565678647612969e-23,0.7300736583970024
128,0.02,1.0672425798920681e-16,0.7300736583970024
129,0.0,1.4465852510016045e-35,0.7300736583970024
130,0.04,1.0672425798920681e-16,0.7300736583970024
131,0.0,2.034165714854055e-38,0.153278693470297
132,0.5,8.565678647612969e-23,0.4836456816169032
133,0.28,2.1891373068121547e-15,0.4836456816169032
134,0.44,1.791489302730929e-28,0.9447607606698496
135,0.0,3.7815155489203834e-14,0.8264751653621575
136,0.0,9.900422782015342e-46,0.7300736583970024
137,0.74,2.1891373068121547e-15,0.7300736583970024
138,0.32,6.972812605535759e-12,0.6125471298438041
139,0.0,1.4517975705766154e-19,0.2434943083534172
140,0.08,3.7815155489203834e-14,0.2434943083534172
141,0.62,2.1891373068121547e-15,0.153278693470297
142,0.14,4.159819683607584e-08,0.7300736583970024
143,0.48,2.1891373068121547e-15,0.2434943083534172
144,0.0,1.2037696161728785e-30,0.7300736583970024
145,0.0,3.7815155489203834e-14,0.3564403050771985
146,0.26,4.159819683607584e-08,0.8975934104885139
147,0.7,4.337143986205486e-18,0.9447607606698496
148,0.0,2.1891373068121547e-15,0.7300736583970024
149,0.8,8.565678647612969e-23,0.0097235777100825
150,0.0,1.4517975705766154e-19,0.9728675975220928
151,0.0,2.1891373068121547e-15,0.6125471298438041
152,0.0,3.7815155489203834e-14,0.153278693470297
153,0.0,5.549670323303732e-13,0.7300736583970024
154,0.0,1.4517975705766154e-19,0.2434943083534172
155,0.06,5.549670323303732e-13,0.4836456816169032
156,0.18,3.946587227974094e-21,0.7300736583970024
157,0.0,1.2037696161728785e-30,0.9879049020867204
158,0.0,3.946587227974094e-21,0.4836456816169032
159,0.98,3.946587227974094e-21,0.8264751653621575
160,0.0,5.549670323303732e-13,0.7300736583970024
161,0.0,2.034165714854055e-38,0.4836456816169032
162,0.14,3.7815155489203834e-14,0.8264751653621575
163,0.98,3.7815155489203834e-14,0.8264751653621575
164,0.42,4.337143986205486e-18,0.153278693470297
165,0.0,1.879886123549499e-26,0.7300736583970024
166,0.0,3.946587227974094e-21,0.3564403050771985
167,0.0,3.946587227974094e-21,0.8264751653621575
168,0.56,1.879886123549499e-26,0.2434943083534172
169,0.0,5.363432156886097e-33,0.8264751653621575
170,0.48,7.55113285047831e-11,0.9447607606698496
171,0.0,4.337143986205486e-18,0.6125471298438041
172,0.0,1.0672425798920681e-16,0.4836456816169032
173,0.0,1.4537580228912626e-24,0.9447607606698496
174,0.0,4.337143986205486e-18,0.4836456816169032
175,0.0,5.549670323303732e-13,0.6125471298438041
176,0.7,6.972812605535759e-12,0.8264751653621575
177,0.0,1.4537580228912626e-24,0.7300736583970024
178,0.0,2.622711602937288e-07,0.3564403050771985
179,0.0,5.803165383582759e-09,0.3564403050771985
180,0.0,1.4517975705766154e-19,0.8975934104885139
181,0.0,5.549670323303732e-13,0.4836456816169032
182,0.36,3.946587227974094e-21,0.9879049020867204
183,1.0,5.803165383582759e-09,0.3564403050771985
184,0.0,1.791489302730929e-28,0.9951213064246016
185,0.0,5.803165383582759e-09,0.3564403050771985
186,0.06,1.4537580228912626e-24,0.7300736583970024
187,0.0,1.4537580228912626e-24,0.153278693470297
188,0.84,5.803165383582759e-09,0.6125471298438041
189,0.96,7.55113285047831e-11,0.9728675975220928
190,0.0,6.972812605535759e-12,0.9728675975220928
191,0.0,4.159819683607584e-08,0.2434943083534172
192,0.02,7.090295024924208e-10,0.6125471298438041
193,0.02,1.4517975705766154e-19,0.8264751653621575
194,0.0,3.946587227974094e-21,0.9879049020867204
195,0.0,4.337143986205486e-18,0.4836456816169032
196,0.0,2.1891373068121547e-15,0.2434943083534172
197,0.0,3.946587227974094e-21,0.8975934104885139
198,0.36,3.946587227974094e-21,0.9447607606698496
199,0.0,1.4600882701537232e-06,0.8975934104885139
200,0.0,1.4537580228912626e-24,0.8264751653621575
201,0.4,1.0672425798920681e-16,0.4836456816169032
202,0.04,4.337143986205486e-18,0.8975934104885139
203,0.0,1.4537580228912626e-24,0.4836456816169032
204,0.02,5.549670323303732e-13,0.3564403050771985
205,0.0,2.1891373068121547e-15,0.4836456816169032
206,0.0,3.7815155489203834e-14,0.3564403050771985
207,0.0,5.549670323303732e-13,0.2434943083534172
208,0.0,8.565678647612969e-23,0.7300736583970024
209,0.0,3.7815155489203834e-14,0.3564403050771985
210,0.62,3.7815155489203834e-14,0.6125471298438041
211,0.0,3.946587227974094e-21,0.9728675975220928
212,0.32,1.0672425798920681e-16,0.8264751653621575
213,0.0,8.565678647612969e-23,0.4836456816169032
214,0.06,1.0672425798920681e-16,0.9447607606698496
215,0.24,7.55113285047831e-11,0.3564403050771985
216,0.04,3.7815155489203834e-14,0.9728675975220928
217,0.04,1.0672425798920681e-16,0.2434943083534172
218,0.0,7.090295024924208e-10,0.153278693470297
219,0.0,1.4600882701537232e-06,0.0884747940227254
220,0.0,8.565678647612969e-23,0.153278693470297
221,0.66,1.4537580228912626e-24,0.4836456816169032
222,0.08,4.337143986205486e-18,0.7300736583970024
223,0.0,1.4537580228912626e-24,0.4836456816169032
224,0.64,2.1891373068121547e-15,0.4836456816169032
225,0.0,1.879886123549499e-26,0.4836456816169032
226,0.0,1.4517975705766154e-19,0.2434943083534172
227,0.78,5.549670323303732e-13,0.8264751653621575
228,0.08,6.972812605535759e-12,0.8264751653621575
229,0.06,4.337143986205486e-18,0.0884747940227254
230,0.0,3.946587227974094e-21,0.8264751653621575
231,0.28,2.622711602937288e-07,0.4836456816169032
232,0.0,7.55113285047831e-11,0.0097235777100825
233,0.18,7.090295024924208e-10,0.6125471298438041
234,0.0,2.1891373068121547e-15,0.7300736583970024
235,0.28,5.549670323303732e-13,0.2434943083534172
236,0.0,1.4517975705766154e-19,0.8264751653621575
237,0.02,2.1891373068121547e-15,0.7300736583970024
238,0.02,2.1891373068121547e-15,0.9447607606698496
239,0.0,1.0672425798920681e-16,0.153278693470297
240,0.44,7.55113285047831e-11,0.8264751653621575
241,0.0,4.337143986205486e-18,0.9447607606698496
242,0.0,1.2037696161728785e-30,0.4836456816169032
243,0.7,3.946587227974094e-21,0.3564403050771985
244,0.04,6.972812605535759e-12,0.0884747940227254
245,0.16,8.565678647612969e-23,0.4836456816169032
246,0.02,7.090295024924208e-10,0.0884747940227254
247,0.18,5.549670323303732e-13,0.6125471298438041
248,0.08,8.565678647612969e-23,0.3564403050771985
249,0.0,3.7815155489203834e-14,0.3564403050771985
250,0.0,8.565678647612969e-23,0.6125471298438041
251,0.0,3.7815155489203834e-14,0.9447607606698496
252,0.0,3.7815155489203834e-14,0.153278693470297
253,0.0,6.972812605535759e-12,0.4836456816169032
254,0.0,4.337143986205486e-18,0.4836456816169032
255,0.0,6.972812605535759e-12,0.4836456816169032
256,0.02,3.7815155489203834e-14,0.7300736583970024
257,0.44,5.549670323303732e-13,0.4836456816169032
258,0.9,8.565678647612969e-23,0.4836456816169032
259,0.0,8.565678647612969e-23,0.7300736583970024
260,0.64,8.565678647612969e-23,0.9447607606698496
261,0.0,1.4465852510016045e-35,0.153278693470297
262,0.04,5.549670323303732e-13,0.8264751653621575
263,0.04,1.0672425798920681e-16,0.4836456816169032
264,0.8,5.549670323303732e-13,0.9447607606698496
265,0.44,4.337143986205486e-18,0.7300736583970024
266,0.0,1.2037696161728785e-30,0.4836456816169032
267,0.0,9.900422782015342e-46,0.6125471298438041
268,0.0,3.946587227974094e-21,0.2434943083534172
269,0.3,6.972812605535759e-12,0.4836456816169032
270,0.0,1.4537580228912626e-24,0.9447607606698496
271,0.9,3.7815155489203834e-14,0.8975934104885139
272,0.02,1.4517975705766154e-19,0.9447607606698496
273,0.0,8.565678647612969e-23,0.6125471298438041
274,0.0,1.4517975705766154e-19,0.9728675975220928
275,0.06,5.803165383582759e-09,0.8264751653621575
276,0.36,5.549670323303732e-13,0.4836456816169032
277,0.0,1.4517975705766154e-19,0.8975934104885139
278,0.0,1.4537580228912626e-24,0.8264751653621575
279,0.0,5.363432156886097e-33,0.8975934104885139
280,0.0,2.1891373068121547e-15,0.6125471298438041
281,0.14,5.549670323303732e-13,0.0884747940227254
282,0.78,2.622711602937288e-07,0.9728675975220928
283,0.0,4.337143986205486e-18,0.8975934104885139
284,0.0,2.1891373068121547e-15,0.3564403050771985
285,0.04,7.55113285047831e-11,0.0884747940227254
286,0.0,1.4517975705766154e-19,0.3564403050771985
287,0.04,5.803165383582759e-09,0.9728675975220928
288,0.02,3.7815155489203834e-14,0.153278693470297
289,0.04,6.972812605535759e-12,0.0884747940227254
290,0.0,1.4537580228912626e-24,0.9879049020867204
291,0.0,1.0672425798920681e-16,0.9447607606698496
292,0.0,4.159819683607584e-08,0.4836456816169032
293,0.0,7.090295024924208e-10,0.9879049020867204
294,0.0,1.879886123549499e-26,0.2434943083534172
295,0.0,3.946587227974094e-21,0.7300736583970024
296,0.24,2.1891373068121547e-15,0.3564403050771985
297,0.0,5.549670323303732e-13,0.7300736583970024
298,0.0,5.363432156886097e-33,0.8264751653621575
299,0.0,3.946587227974094e-21,0.8264751653621575
300,0.0,7.55113285047831e-11,0.7300736583970024
301,0.0,5.363432156886097e-33,0.9728675975220928
302,0.0,1.791489302730929e-28,0.3564403050771985
303,0.62,6.972812605535759e-12,0.4836456816169032
304,0.0,2.1891373068121547e-15,0.6125471298438041
